hit_id,公司,cell_id,来源,引语或线索摘要,处置,理由,会话日期
沃格光电+D12+603773__em_沃格光电_em__2025_江西沃格光电集团股份有限公司2,沃格光电,D12,扫描,'光模块/CPO玻璃基封装载板'出现在通格微'前瞻性探索与技术储备…产品应用方向'表述中，方向≠量产；D12/CPO命中为释义表。可重启条件：玻璃基光模块/CPO载板量产或客户订单,驳回-证据不足,'光模块/CPO玻璃基封装载板'出现在通格微'前瞻性探索与技术储备…产品应用方向'表述中，方向≠量产；D12/CPO命中为释义表。可重启条件：玻璃基光模块/CPO载板量产或客户订单披露,2026-07-26
沪电股份+ANY+002463__em_沪电股份_em__2025_2025年年度报告.pdf,沪电股份,ANY,扫描,'基于NPC、CPC结构的1.6T产品已完成客户端认证，开始小批量交付'指1.6T交换机PCB而非光模块PCB，B1格不匹配；且该公司此前已因互动易三次自述否认正式关案,驳回-非本格,'基于NPC、CPC结构的1.6T产品已完成客户端认证，开始小批量交付'指1.6T交换机PCB而非光模块PCB，B1格不匹配；且该公司此前已因互动易三次自述否认正式关案,2026-07-26
沪硅产业+ANY+688126__em_沪硅产业_em__2025_沪硅产业2025年年度报告.p,沪硅产业,ANY,扫描,'产品矩阵…广泛应用于存储、逻辑、硅光…等芯片制造'为主营应用自述，且'面向射频、硅光、高压等应用的300mmSOI技术研发'推进中；但树内M1限InP/GaAs衬底，硅光用SOI,已入点,"已入点:P196@M1(投关表:12寸SOI中试线建成,客户认证+小批量供应,硅光主要应用场景);M1格扩SOI后结构议题消解",2026-07-30
波长光电+ANY+301421__em_波长光电_em__2025_2025年年度报告.pdf,波长光电,ANY,扫描,透镜/微光学产品自述场景为激光加工、红外热成像、半导体检测，光通信仅出现于行业列举与高管履历；微透镜阵列需求为行业展望，ICP刻蚀机/光刻机为自购研发设备，DOE处于打样销售。可重,驳回-证据不足,透镜/微光学产品自述场景为激光加工、红外热成像、半导体检测，光通信仅出现于行业列举与高管履历；微透镜阵列需求为行业展望，ICP刻蚀机/光刻机为自购研发设备，DOE处于打样销售。可重启条件：披露光通信用透镜/微光学元件批量,2026-07-26
泰晶科技+ANY+603738__em_泰晶科技_em__2025_泰晶科技股份有限公司2025年,泰晶科技,ANY,扫描,晶体谐振器下游应用领域列举含光模块，属应用列举且晶振无对应树内格,驳回-非本格,晶体谐振器下游应用领域列举含光模块，属应用列举且晶振无对应树内格,2026-07-26
海光信息+ANY+688041__em_海光信息_em__2025_海光信息技术股份有限公司202,海光信息,ANY,扫描,命中'海光芯片'为公司名撞词（CPU/DCU厂商），非光芯片,驳回-非本格,命中'海光芯片'为公司名撞词（CPU/DCU厂商），非光芯片,2026-07-26
海能达+ANY+002583__em_海能达_em__2025_2025年年度报告.pdf,海能达,ANY,扫描,唯一命中为子公司经营范围'光通信行业产品…的生产及销售'——经营范围列举非能力主张。可重启条件:光通信产品实际型谱/收入披露,驳回-证据不足,唯一命中为子公司经营范围'光通信行业产品…的生产及销售'——经营范围列举非能力主张。可重启条件:光通信产品实际型谱/收入披露,2026-07-26
深科达+EQ2+688328__em_深科达_em__2024_2024年年度报告.pdf,深科达,EQ2,扫描,EQ3固晶机/EQ6 AOI/EQ7分选机均服务IC封测（长电/通富/华润微/西部数据存储AOI），语料无光通信应用自述。相邻能力观察。可重启条件：光器件/光模块客户或光电子固晶耦,驳回-证据不足,EQ3固晶机/EQ6 AOI/EQ7分选机均服务IC封测（长电/通富/华润微/西部数据存储AOI），语料无光通信应用自述。相邻能力观察。可重启条件：光器件/光模块客户或光电子固晶耦合设备披露,2026-07-26
清溢光电+EQ2+688138__em_清溢光电_em__2025_2025年年度报告.pdf,清溢光电,EQ2,扫描,掩膜版商；光刻机命中为设备供应商Mycronic释义与自用生产设备（用它者），AOI为自购检测设备投产；产品应用为平板显示/半导体芯片/触控/电路板，无光芯片/光通信应用自述。可重,驳回-证据不足,掩膜版商；光刻机命中为设备供应商Mycronic释义与自用生产设备（用它者），AOI为自购检测设备投产；产品应用为平板显示/半导体芯片/触控/电路板，无光芯片/光通信应用自述。可重启条件：光子/光通信用掩膜版供货披露,2026-07-26
清越科技+ANY+688496__em_清越科技_em__2025_清越科技2025年年度报告.p,清越科技,ANY,扫描,OLED/电子纸显示厂商，命中'叠层绿光器件'为OLED发光器件，异业撞词,驳回-非本格,OLED/电子纸显示厂商，命中'叠层绿光器件'为OLED发光器件，异业撞词,2026-07-26
源杰科技+C1+688498__em_源杰科技_em__2025_陕西源杰半导体科技股份有限公司,源杰科技,P1,扫描,"""报告期内，公司主要向客户销售激光器芯片，但为满足部分客户需求，公司会将激光器芯片封装后进行销售""",已入点,入1格:P1,2026-07-26
满坤科技+ANY+301132__em_满坤科技_em__2025_2025年年度报告.pdf,满坤科技,ANY,扫描,B1候选：通信电子（路由器、交换机、光模块等）为应用领域列举，光模块HDI为'研发拓展工作'，无量产/订单语句。可重启条件：光模块PCB批量出货披露,驳回-证据不足,B1候选：通信电子（路由器、交换机、光模块等）为应用领域列举，光模块HDI为'研发拓展工作'，无量产/订单语句。可重启条件：光模块PCB批量出货披露,2026-07-26
澜起科技+ANY+688008__em_澜起科技_em__2025_澜起科技2025年年度报告.p,澜起科技,ANY,扫描,'以太网及光互连芯片包括EthernetRetimer/Switch、oDSP、NIC、硅光芯片等'系高速互连芯片行业三大类分类叙述，非自家产品主张；语料内无自研oDSP/硅光产品,驳回-证据不足,'以太网及光互连芯片包括EthernetRetimer/Switch、oDSP、NIC、硅光芯片等'系高速互连芯片行业三大类分类叙述，非自家产品主张；语料内无自研oDSP/硅光产品化披露。可重启条件：披露自研光互连芯片（,2026-07-26
澳弘电子+ANY+605058__em_澳弘电子_em__2025_澳弘电子2025年年度报告.p,澳弘电子,B1,扫描,"""公司产品已应用于光模块、网通信号模块、机顶盒、路由器、低轨卫星互联网、网络摄像机等产品中""",已入点,入1格:B1,2026-07-26
激智科技+ANY+300566__em_激智科技_em__2025_2025年年度报告.pdf,激智科技,ANY,扫描,'晶体硅光伏组件'撞词'硅光'，光伏膜材异业,驳回-非本格,'晶体硅光伏组件'撞词'硅光'，光伏膜材异业,2026-07-26
灿勤科技+ANY+688182__em_灿勤科技_em__2025_江苏灿勤科技股份有限公司202,灿勤科技,ANY,扫描,'研制…陶瓷封装、陶瓷基板…以满足AI计算、光通信…需求'为规划/研制表述，主业5G介质滤波器。可重启条件：陶瓷管壳/结构件对光通信客户出货披露,驳回-证据不足,'研制…陶瓷封装、陶瓷基板…以满足AI计算、光通信…需求'为规划/研制表述，主业5G介质滤波器。可重启条件：陶瓷管壳/结构件对光通信客户出货披露,2026-07-26
灿瑞科技+C2+688061__em_灿瑞科技_em__2025_2025年年度报告.pdf,灿瑞科技,C2,扫描,VCSEL命中为释义表条目；键合机命中为自用封测产线噪声源设备列举（用它非造它），主业为传感器芯片/封测,驳回-非本格,VCSEL命中为释义表条目；键合机命中为自用封测产线噪声源设备列举（用它非造它），主业为传感器芯片/封测,2026-07-26
炬光科技+ANY+688167__em_炬光科技_em__2025_西安炬光科技股份有限公司202,炬光科技,D7,扫描,"""应用于光通信模块、共封装具有多条精密加工V型凹光学（CPO）、光纤连接器、槽状结构，用于高精度光FTTX网络中的PLC分路纤阵列定位与固定，""",已入点,入1格:D7,2026-07-26
烽火通信+C4+600498__em_烽火通信_em__2024_600498_烽火通信科技股份,烽火通信,C4,扫描,'光模块'命中为经营范围列举（不构成主张）；'基于硅光集成相干收发芯片的超200Tbit/s传输系统'为获奖科研成果（系统实验层级，芯片归属未明）；50G PON为系统平台。与既有,驳回-证据不足,'光模块'命中为经营范围列举（不构成主张）；'基于硅光集成相干收发芯片的超200Tbit/s传输系统'为获奖科研成果（系统实验层级，芯片归属未明）；50G PON为系统平台。与既有处置一致（P054烽火EQ3已撤销转EX,2026-07-26
燕东微+C4+688172__em_燕东微_em__2025_2025年年度报告.pdf,燕东微,C4,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
特发信息+C4+000070__em_特发信息_em__2025_2025年年度报告.pdf,特发信息,C4,扫描,光模块/GPON/硅光子命中均为行业趋势与展望段落，无自家光模块或器件能力主张。可重启条件：披露自产光模块/光器件量产出货,驳回-证据不足,光模块/GPON/硅光子命中均为行业趋势与展望段落，无自家光模块或器件能力主张。可重启条件：披露自产光模块/光器件量产出货,2026-07-26
珂玛科技+EQ2+301611__em_珂玛科技_em__2025_2025年年度报告.pdf,珂玛科技,EQ2,扫描,先进陶瓷零部件面向刻蚀/薄膜沉积等IC前道设备，非光模块结构陶瓷（M4）亦非EQ2设备主张（相邻能力观察）。可重启条件：陶瓷件进入光器件/光模块场景披露,驳回-证据不足,先进陶瓷零部件面向刻蚀/薄膜沉积等IC前道设备，非光模块结构陶瓷（M4）亦非EQ2设备主张（相邻能力观察）。可重启条件：陶瓷件进入光器件/光模块场景披露,2026-07-26
瑞丰光电+C2+300241__em_瑞丰光电_em__2025_2025年年度报告.pdf,瑞丰光电,C2,扫描,引语'公司主要生产SMDLED、MiniLED、红外、触控贴合、VCSEL、特种封装光源，全部用于对外销售'——LED封装厂的VCSEL封装光源，面向消费/传感场景，非光通信VCS,驳回-非本格,引语'公司主要生产SMDLED、MiniLED、红外、触控贴合、VCSEL、特种封装光源，全部用于对外销售'——LED封装厂的VCSEL封装光源，面向消费/传感场景，非光通信VCSEL芯片制造，C2不成立,2026-07-26
瑞斯康达+ANY+603803__em_瑞斯康达_em__2024_公司2024年年度报告.pdf,瑞斯康达,ANY,扫描,接入/传输系统设备商（EXT范畴），'为高速光模块等增量业务提供创新模式'系2025经营计划展望，无光模块产品量产/收入自述。可重启条件：光模块产品线收入或量产披露,驳回-证据不足,接入/传输系统设备商（EXT范畴），'为高速光模块等增量业务提供创新模式'系2025经营计划展望，无光模块产品量产/收入自述。可重启条件：光模块产品线收入或量产披露,2026-07-26
生益电子+B1+688183__em_生益电子_em__2025_生益电子2025年年度报告.p,生益电子,B1,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
生益科技+B1+600183__em_生益科技_em__2025_生益科技2025年年度报告.p,生益科技,M5,扫描,"""自主生产覆铜板、半固化片、绝缘层压板、金属基覆铜箔板、涂树脂铜箔、覆盖膜类等高端电子材料。产品主要供制作单、双面线路板及高多层线路板，广泛应""",已入点,入1格:M5,2026-07-26
盛科通信+ANY+688702__em_盛科通信_em__2025_盛科通信2025年年度报告.p,盛科通信,ANY,扫描,以太网交换芯片主业(系统侧)；光模块命中为'需要与…网卡、光模块等器件互联互通'兼容性描述,驳回-非本格,以太网交换芯片主业(系统侧)；光模块命中为'需要与…网卡、光模块等器件互联互通'兼容性描述,2026-07-26
盛美上海+EQ2+688082__em_盛美上海_em__2024_2024年年度报告.pdf,盛美上海,EQ2,扫描,清洗/电镀/炉管/Track设备面向IC制造（3D NAND/DRAM/逻辑），无光通信应用自述，EQ2加严不满足。相邻能力观察,驳回-证据不足,清洗/电镀/炉管/Track设备面向IC制造（3D NAND/DRAM/逻辑），无光通信应用自述，EQ2加严不满足。相邻能力观察,2026-07-26
盛路通信+EQ8+002446__em_盛路通信_em__2024_2024年年度报告.pdf,盛路通信,EQ8,扫描,'微波组件的主要密封方式有钎焊密封、平行缝焊密封、激光焊接密封…公司具有成熟的激光焊接密封工艺'——为自用于微波组件的密封工艺能力，非气密封装设备制造销售，且场景为微波/防务非光器,驳回-非本格,'微波组件的主要密封方式有钎焊密封、平行缝焊密封、激光焊接密封…公司具有成熟的激光焊接密封工艺'——为自用于微波组件的密封工艺能力，非气密封装设备制造销售，且场景为微波/防务非光器件（EQ8不成立）,2026-07-26
矩子科技+EQ2+300802__em_矩子科技_em__2025_2025年年度报告.pdf,矩子科技,EQ2,扫描,2D/3D AOI为SMT/PCB电子制造机器视觉，无光通信应用或客户自述，按EQ加严为相邻能力观察；EQ2/EQ5命中为其控制线缆组件'用于刻蚀设备、键合设备'=向设备商卖部件。,驳回-证据不足,2D/3D AOI为SMT/PCB电子制造机器视觉，无光通信应用或客户自述，按EQ加严为相邻能力观察；EQ2/EQ5命中为其控制线缆组件'用于刻蚀设备、键合设备'=向设备商卖部件。可重启条件:光模块/光器件检测应用或客户,2026-07-26
矽电股份+C2+301629__em_矽电股份_em__2025_2025年年度报告.pdf,矽电股份,EQ7,扫描,"""公司晶粒探针台适用于4-6英寸PD、APD、LED等光电芯片的自动测试，具有滤光片自动切换等自主研发的技术""",已入点,入1格:EQ7,2026-07-26
神工股份+EQ2+688233__em_神工股份_em__2025_锦州神工半导体股份有限公司20,神工股份,EQ2,扫描,产品为刻蚀机腔体硅电极/硅零部件材料（卖材料给设备端），非刻蚀设备制造，且无光通信应用,驳回-非本格,产品为刻蚀机腔体硅电极/硅零部件材料（卖材料给设备端），非刻蚀设备制造，且无光通信应用,2026-07-26
